Ticker;SimFinId;Currency;"Fiscal Year";"Fiscal Period";"Report Date";"Publish Date";"Restated Date";"Shares (Basic)";"Shares (Diluted)";"Net Income/Starting Line";"Depreciation & Amortization";"Non-Cash Items";"Change in Working Capital";"Change in Accounts Receivable";"Change in Inventories";"Change in Accounts Payable";"Change in Other";"Net Cash from Operating Activities";"Change in Fixed Assets & Intangibles";"Net Change in Long Term Investment";"Net Cash from Acquisitions & Divestitures";"Net Cash from Investing Activities";"Dividends Paid";"Cash from (Repayment of) Debt";"Cash from (Repurchase of) Equity";"Net Cash from Financing Activities";"Net Change in Cash"
ABT;63877;USD;2021;FY;2021-12-31;2022-02-18;2022-02-18;1768286969;1782000000;7071000000;3538000000;695000000;-771000000;;;;;10533000000;-1885000000;-96000000;-53000000;-2008000000;-3202000000;-248000000;-2044000000;-5494000000;2961000000
ABTL;445589;USD;2017;FY;2017-12-31;2018-03-15;2018-03-15;11852539;11852539;-64964000;7653000;68236000;563000;;;;;11488000;-10399000;-3000;;-10402000;;-14063000;-542000;-14605000;-13519000
ABTL;445589;USD;2018;FY;2018-12-31;2019-03-11;2021-03-11;12756191;12756191;-38816000;8544000;21414000;5938000;;;;;-2920000;-896000;;;-771000;;-8000000;298000;-7702000;-11393000
ABTL;445589;USD;2019;FY;2019-12-31;2020-03-27;2021-03-11;13070898;13070898;-15229000;6454000;2745000;-3387000;;;;;-9417000;-1640000;;;-1390000;;2745000;408000;3153000;-7654000
ABTL;445589;USD;2020;FY;2020-12-31;2021-03-11;2022-03-24;13144314;13144314;-6820000;3624000;2364000;2733000;;;;;1901000;-596000;;;-596000;;-20739000;75000;7856000;9161000
ABTL;445589;USD;2021;FY;2021-12-31;2022-03-24;2022-03-24;13115384;13115384;-5659000;2484000;295000;1464000;;;;;-1416000;-2044000;;;-2044000;;-184000;227000;-18000;-3478000
ABUS;953888;USD;2017;FY;2017-12-31;2018-03-16;2019-03-07;54723272;54723272;-84413000;2027000;30599000;3147000;;;;;-48640000;-7261000;35086000;;27825000;;;49322000;49322000;30879000
ABUS;953888;USD;2018;FY;2018-12-31;2019-03-07;2020-03-05;55304083;55304083;-57060000;2181000;-8712000;-4275000;;;;;-67866000;-1113000;118566000;-121580000;-4127000;;-12001000;67647000;55646000;-17350000
ABUS;953888;USD;2019;FY;2019-12-31;2020-03-05;2021-03-04;57093454;57093454;-153723000;2028000;82914000;-2225000;;;;;-71006000;-578000;28916000;;28338000;;;18908000;37457000;-5143000
ABUS;953888;USD;2020;FY;2020-12-31;2021-03-04;2022-03-03;75835378;75835378;-63745000;1978000;9895000;431000;;;;;-51441000;-229000;-12180000;-2500000;-14909000;;;86746000;86746000;20452000
ABUS;953888;USD;2021;FY;2021-12-31;2022-03-03;2022-03-03;101286351;101286351;-76247000;1753000;6032000;930000;;;;;-67532000;-809000;-11869000;;-12678000;;;137236000;137236000;57031000
AC;919941;USD;2017;FY;2017-12-31;2018-03-09;2019-03-08;23792000;23639000;8684000;16000;2310000;-78630000;;;;;-67620000;;-4629000;;-18734000;-4768000;50000000;-21221000;65373000;-20981000
AC;919941;USD;2018;FY;2018-12-31;2019-03-08;2019-03-08;23070000;22585000;-57383000;21000;48309000;86033000;;;;;76980000;;-10392000;;4736000;-4666000;50000000;-7011000;34689000;116405000
AC;919941;USD;2019;FY;2019-12-31;2020-03-16;2021-03-24;22475000;22475000;44596000;19000;-112752000;26173000;;;;;-41964000;;-61000;;-5058000;-4513000;-2126000;-4135000;-11584000;-60976000
AC;919941;USD;2020;FY;2020-12-31;2021-03-24;2022-03-17;22274000;22274000;20509000;52000;-331856000;31812000;;;;;-279483000;;10366000;;-174072000;-6716000;;-7441000;150949000;-302492000
AC;919941;USD;2021;FY;2021-12-31;2022-03-17;2022-03-17;22059000;22059000;63634000;379000;183549000;-9368000;;;;;238194000;;26591000;;65285000;-4417000;;-7644000;-14394000;289085000
ACA;919864;USD;2017;FY;2017-12-31;2018-02-14;2019-02-28;48800000;48800000;89700000;65700000;18000000;-11400000;;;;;162000000;-78900000;;-47500000;-126400000;;500000;;-42800000;-7200000
ACA;919864;USD;2018;FY;2018-12-31;2019-02-02;2021-02-25;48800000;48900000;75700000;67600000;51300000;-76100000;;;;;118500000;-34600000;;-329900000;-364500000;;179700000;;338600000;92600000
ACA;919864;USD;2019;FY;2019-12-31;2020-02-27;2022-02-24;47900000;48400000;113300000;85800000;23800001;135900000;;;;;358800001;-76500000;;-32900000;-109400000;-9900000;-81200000;-11000000;-108400000;141000001
ACA;919864;USD;2020;FY;2020-12-31;2021-02-25;2022-02-24;48000000;48500000;106600000;114500000;31100000;7700000;;;;;259900000;-72500000;;-455700000;-528200000;-9800000;146500000;-8000000;123700000;-144600000
ACA;919864;USD;2021;FY;2021-12-31;2022-02-24;2022-02-24;48200000;48600000;69600000;144300000;20300000;-67700000;;;;;166500000;-65100000;;-505200000;-570300000;-9800000;416800000;-9400000;380900000;-22900000
ACAD;445591;USD;2017;FY;2017-12-31;2018-02-27;2019-02-27;122600000;122600000;-289403000;2713000;75245000;-6312000;;;;;-217757000;-812000;93285000;;92473000;;;31188000;31188000;-94102000
ACAD;445591;USD;2018;FY;2018-12-31;2019-02-27;2021-02-25;126583000;126583000;-245192000;3005000;82914000;-8197000;;;;;-167470000;-2104000;-69385000;;-71489000;;;306647000;306647000;67691000
ACAD;445591;USD;2019;FY;2019-12-31;2020-02-27;2022-03-01;147199000;147199000;-235259000;2766000;77658000;3705000;;;;;-151130000;-1129000;-164707000;;-165836000;;;371847000;371847000;54883000
ACAD;445591;USD;2020;FY;2020-12-31;2021-02-25;2022-03-01;157331000;157331000;-281584000;2932000;131450000;11036000;;;;;-136166000;-7587000;200096000;;192509000;;;80996000;80996000;137331000
ACAD;445591;USD;2021;FY;2021-12-31;2022-03-01;2022-03-01;160663000;160663000;-167870000;3344000;63690000;-24824000;;;;;-125660000;-1122000;-69980000;;-71102000;;;18162000;18162000;-178593000
ACAN;654226;USD;2017;FY;2017-09-30;2017-12-04;2017-12-04;19007371;19007371;-2771894;14957;949027;59962;;;;;-1747948;;;;-320976;;-143247;2213774;2070527;1603
ACAN;654226;USD;2018;FY;2018-09-30;2019-01-15;2019-01-15;20066824;20066824;-4432716;13803;2682431;-666839;;;;;-2403321;;;;-712702;;2075323;1241162;7131345;4015322
ACAN;654226;USD;2019;FY;2019-09-30;2020-01-14;2020-12-21;22984703;22984703;-4903668;1152;2618924;94998;;;;;-2188594;-5889794;;;-5861793;;4114500;1211000;5325500;-2724887
ACAN;654226;USD;2020;FY;2020-09-30;2020-12-21;2021-12-06;23504820;23504820;-709343;446854;-911458;1692280;;;;;518333;-386487;;;-357236;;-1260000;;-1260000;-1098903
ACAN;654226;USD;2021;FY;2021-09-30;2021-12-06;2022-12-29;23877629;23877629;-862893;450537;372331;-235128;;;;;-275153;;;;-58637;;347000;500000;847000;513210
ACC;445593;USD;2019;FY;2019-12-31;2020-02-26;2022-02-28;137295837;138286778;86762000;275046000;-89000;8660000;;;;;370379000;-406646000;;-8559000;-416140000;-258620000;403071000;;20592000;-25169000
ACC;445593;USD;2020;FY;2020-12-31;2021-02-26;2022-02-28;137588964;138710430;69848000;267703000;-27316000;40882000;;;;;351117000;-227754000;;-22032000;-207432000;-260771000;204797000;;-151061000;-7376000
ACC;445593;USD;2021;FY;2021-12-31;2022-02-28;2022-02-28;137588964;138710430;33284000;275597000;27954000;-2040000;;;;;334795000;-228122000;;-13184000;-239440000;-262565000;-81211000;59674000;-34650000;60705000
ACCO;120923;USD;2017;FY;2017-12-31;2018-02-28;2018-02-28;108100000;110900000;131700000;71200000;-26100000;28100000;;;;;204900000;-26800000;;-292300000;-319100000;;187600000;-32400000;142200000;34000000
ACCO;120923;USD;2018;FY;2018-12-31;2019-02-27;2021-04-12;104800000;107000000;106700000;70700000;34200000;-16800000;;;;;194800000;-33900000;;-38000000;-71900000;-25100000;-24200000;-68200000;-125600000;-9900000
ACCO;120923;USD;2019;FY;2019-12-31;2020-02-27;2022-02-23;99500000;101000000;106800000;70300000;22900000;3900001;;;;;203900001;-32299999;;-41300000;-79599999;-24400000;-70600000;-60800000;-163400000;-39199998
ACCO;120923;USD;2020;FY;2020-12-31;2021-02-26;2022-02-23;94900000;96100000;62000000;70699999;2600000;-16100000;;;;;119199999;-15300000;;-339400000;-354700000;-24600000;288800000;-14500000;244700000;8799999
ACCO;120923;USD;2021;FY;2021-12-31;2022-02-23;2022-02-23;95600000;97300000;101900000;85700000;22800000;-50800001;;;;;159599999;-21200000;;15400000;-5800000;-25800000;-102900000;3100000;-147200000;4599999
ACER;1053636;USD;2017;FY;2017-12-31;2018-03-07;2019-03-07;3694388;3694388;-14194431;3997;596524;-569876;;;;;-14163786;-62842;;1030123;6467281;;;21506842;21506842;13810337
ACER;1053636;USD;2018;FY;2018-12-31;2019-03-07;2020-03-18;8555039;8555039;-21280891;27744;1318153;3347191;;;;;-16587803;-95627;;;-95627;;;42710359;42710359;26026929
ACER;1053636;USD;2019;FY;2019-12-31;2020-03-18;2021-03-01;10092179;10092179;-29417969;58282;2670433;-2817695;;;;;-29506949;-178967;;;-178967;;;92272;92272;-29593644
ACER;1053636;USD;2020;FY;2020-12-31;2021-03-01;2022-03-02;11121039;11121039;-22885449000;70814000;2705956000;3081264000;;;;;-17027415000;-10902000;;;-10902000;;;10159766000;10722245000;-6316072000
ACER;1053636;USD;2021;FY;2021-12-31;2022-03-02;2022-03-02;14268245;14268245;-15373993000;70913000;1718098000;13450073000;;;;;-134909000;-54944000;;;-54944000;;;3139047000;7139047000;6949194000
ACET;1154966;USD;2017;FY;2017-12-31;2018-02-09;2020-03-12;572959;572959;-33778000;5000;18523000;4265000;;;;;-10985000;-44000;;;-44000;;;64946000;64378000;53349000
ACET;1154966;USD;2018;FY;2018-12-31;2019-03-18;2021-03-12;3778164;3778164;-9299000;1222000;-2057000;-8046000;;;;;-18180000;-876000;-15182000;;-16058000;;;11046000;11046000;-23192000
ACET;1154966;USD;2019;FY;2019-12-31;2020-03-12;2021-03-12;4902381;4902381;-28138000;1238000;-1323000;341000;;;;;-27882000;-952000;-46979000;;-47931000;;;76945000;76945000;1132000
ACET;1154966;USD;2020;FY;2020-12-31;2021-03-12;2022-03-15;7319977;7319977;-36678000;1226000;7424000;-13524000;;;;;-41552000;-990000;52093000;64114000;115217000;;;460000;303000;73968000
ACET;1154966;USD;2021;FY;2021-12-31;2022-03-15;2022-03-15;31876016;31876016;-61999000;1538000;15466000;-6057000;;;;;-51052000;-13046000;10250000;;-2796000;;;242946000;242685000;188837000
ACET_delis;191612;USD;2017;FY;2017-06-30;2017-11-09;2018-09-28;32283000;32632000;11376000;23754000;15935000;-6498000;-34198000;-2958000;-3097000;33755000;44567000;-5252000;-1126000;-270000000;-276378000;-7831000;232303000;551000;220162000;-11148000
ACET_delis;191612;USD;2018;FY;2018-06-30;2018-10-25;2018-10-25;35216000;35216000;-316121000;32812000;282648000;102467000;30182000;-22000;16729000;55578000;101806000;-7242000;-1039000;;-8281000;-6288000;-43181000;606000;-48863000;45194000
ACHC;445598;USD;2017;FY;2017-12-31;2018-02-27;2019-03-01;86948000;87060000;199589000;143010000;76916000;-18245000;;;;;399577000;-274177000;;-18191000;-336526000;;-57305000;;-60074000;10227000
ACHC;445598;USD;2018;FY;2018-12-31;2019-03-01;2021-02-26;87288000;87288000;57488000;80342000;62116000;25995000;;;;;414080000;-253187000;;-18383000;-360964000;;-61658000;;-67330000;-37098000
ACHC;445598;USD;2019;FY;2019-12-31;2020-02-28;2022-03-01;87612000;87816000;53310000;87923000;61516000;-19320000;;;;;332904000;-220914000;;-44900000;-201141000;;-52984000;;-61627000;49025000
ACHC;445598;USD;2020;FY;2020-12-31;2021-02-26;2022-03-01;87875000;88595000;143191000;95256000;101273000;163124000;;;;;658807000;-224872000;;;-281839000;;-26076000;;-51499000;254505000
ACHC;445598;USD;2021;FY;2021-12-31;2022-03-01;2022-03-01;88962000;90889000;208203000;106717000;102807000;-43503000;;;;;374477000;-241318000;;-139015000;1017633000;;-1640904000;;-1641061000;-244884000
ACI;1077533;USD;2016;FY;2017-02-28;2017-05-11;2019-04-24;579500000;579500000;-373300000;1804800000;130100000;251900000;;;;;1813500000;-937900000;;-220600000;-1079600000;;97200000;;-97800000;636100000
ACI;1077533;USD;2017;FY;2018-02-28;2018-04-17;2018-05-11;579500000;579500000;46300000;1898100000;-703500000;-222100000;;;;;1018800000;-607800000;;195400000;-469600000;;-550200000;;-1098100000;-548900000
ACI;1077533;USD;2018;FY;2019-02-28;2019-04-24;2021-04-28;580500000;580700000;131100000;1738800000;-358200000;176200000;;;;;1687900000;-110600000;;;-119800000;;-1210000000;-25800000;-1281200000;286900000
ACI;1077533;USD;2019;FY;2020-02-29;2020-05-13;2022-04-26;579400000;580300000;466400000;1691300000;322099999;-575900000;;;;;1903899999;-378400000;;;-378500000;;-1911900000;;-2014200000;-488800001
ACI;1077533;USD;2020;FY;2021-02-28;2021-04-28;2022-04-26;500300000;578100000;850200000;1536900000;431800000;1083600000;;;;;3902500000;-1468600000;;-97900000;-1572000000;-159700000;-432600000;-1881200000;-1041800000;1288700000
ACIA;353923;USD;2017;FY;2017-12-31;2018-02-22;2019-02-21;38920000;41690000;38508000;12280000;5404000;5701000;;;;;61893000;-14112000;-193859000;;-207907000;;0;5678000;5477000;-140537000
ACIA;353923;USD;2018;FY;2018-12-31;2019-02-21;2021-03-01;40259000;41997000;4916000;13646000;31927000;32596000;;;;;83085000;-14660000;-41518000;;-56237000;;;5813000;-33899000;-7051000
ACIA;353923;USD;2019;FY;2019-12-31;2020-04-29;2021-03-01;40883000;42554000;32839000;12559000;24700000;2721000;;;;;72819000;-11837000;-91740000;;-103579000;;;6933000;6933000;-23827000
ACIA;353923;USD;2020;FY;2020-12-31;2021-03-01;2021-03-01;41938000;43233000;90391000;11070000;41737000;-12146000;;;;;131052000;-12879000;-35272000;;-48160000;;;2176000;2176000;85068000
ACIW;1057787;USD;2017;FY;2017-12-31;2018-02-27;2020-02-27;118059000;119444000;5135000;102224000;40064000;-1226000;;;;;146197000;-54414000;;;-54414000;;-66940000;-20557000;-98148000;-6043000
ACIW;1057787;USD;2018;FY;2018-12-31;2019-03-01;2021-02-25;116057000;117632000;68921000;97350000;21270000;-3609000;;;;;183932000;-43893000;;;-45360000;;-11289000;-31755000;-57704000;78792000
ACIW;1057787;USD;2019;FY;2019-12-31;2020-02-27;2022-02-24;116175000;118571000;67062000;122569000;39860000;-96886000;;;;;132605000;-48014000;;-757268000;-830481000;;703080000;-19041000;668350000;-31021000
ACIW;1057787;USD;2020;FY;2020-12-31;2021-02-25;2022-02-24;116397000;118079000;72660000;140316000;67218000;34701000;;;;;314895000;-46633000;;;-30699000;;-236804000;-13198000;-159889000;124250000
ACIW;1057787;USD;2021;FY;2021-12-31;2022-02-24;2022-02-24;117512000;118540000;127791000;133393000;47030000;-87741000;;;;;220473000;-45368000;;;-45368000;;-109135000;-95076000;-256878000;-81240000
ACLS;670942;USD;2017;FY;2017-12-31;2018-03-14;2019-03-11;30866000;33436000;126959000;5002000;-68278000;-7399000;;;;;56284000;-7285000;;;-7285000;;;16254000;15070000;63225000
ACLS;670942;USD;2018;FY;2018-12-31;2019-03-11;2021-02-26;32286000;34002000;45885000;5772000;21198000;-25890000;;;;;46965000;-4715000;;;-4715000;;;2605000;1186000;44022000
ACLS;670942;USD;2019;FY;2019-12-31;2020-03-02;2022-02-25;32559000;33828000;17034000;7880000;15089000;-53597000;;;;;-13594000;-11969000;;;-11969000;;;-11776000;-13408000;-38368000
ACLS;670942;USD;2020;FY;2020-12-31;2021-02-26;2022-02-25;33257000;34128000;49982000;9939000;18698000;-8916000;;;;;69703000;-7266000;;;-7266000;;-399000;1927000;-2387000;57698000
ACLS;670942;USD;2021;FY;2021-12-31;2022-02-25;2022-02-25;33537000;34089000;98650000;10818000;36079000;4643000;;;;;150190000;-8718000;;;-8718000;;-763000;-45126000;-52453000;91448000
ACLX;1342109;USD;2020;FY;2020-12-31;2021-03-24;2022-03-24;33543534;33543534;-32095000;629000;1051000;1753000;;;;;-28662000;-888000;;;-888000;;;42841000;41656000;12106000
ACLX;1342109;USD;2021;FY;2021-12-31;2022-02-14;2022-03-24;33543534;33543534;-64969000;1041000;6967000;2723000;;;;;-54238000;-5783000;-74193000;;-79976000;;-387000;119550000;118451000;-15763000
ACM;445606;USD;2017;FY;2017-09-30;2017-11-14;2018-11-13;155728000;159135000;421476000;278631000;20312000;-23765000;;;;;696654000;-78459000;900000;-100875000;-202711000;;-297561000;9893000;-386490000;110217000
ACM;445606;USD;2018;FY;2018-09-30;2018-11-13;2020-11-19;159101000;162261000;197127000;267570000;308408000;1448000;;;;;774553000;-86878000;;19537000;-59087000;;-323429000;-141483000;-624868000;84371000
ACM;445606;USD;2019;FY;2019-09-30;2019-11-13;2021-11-17;157044000;157044000;-183990000;261185000;563342000;137079000;;;;;777616000;-83373000;12365000;-95279000;-146760000;;-283850000;-67760000;-433279000;193621000
ACM;445606;USD;2020;FY;2020-09-30;2020-11-19;2022-11-17;159005000;161292000;-153741000;237376000;323905000;-77918000;;;;;329622000;-110791000;12392000;2107789000;2037437000;;-1381750000;-160565000;-1627970000;737895000
ACM;445606;USD;2021;FY;2021-09-30;2021-11-17;2022-11-17;143812000;146581000;202980000;176400000;252292000;72998000;;;;;704670000;-121440000;15507000;-323264000;-421087000;;-2183000;-837367000;-872533000;-583457000
ACN;61372;USD;2017;FY;2017-08-31;2017-10-26;2017-10-26;620104250;660463227;3634932000;801789000;980385000;-444067000;-169714000;;173712000;-448065000;4973039000;-505656000;;-1728223000;-2233879000;-1567578000;-2120000;-1973006000;-3560235000;-778749000
ACN;61372;USD;2018;FY;2018-08-31;2018-10-24;2020-10-22;628451742;655296150;4214594000;926776000;1078517000;-193196000;-710804000;;-167971000;685579000;6026691000;-619187000;;-637349000;-1249604000;-1708724000;-4195000;-1885948000;-3709028000;934500000
ACN;61372;USD;2019;FY;2019-08-31;2019-10-29;2021-10-15;638098125;650204873;4846241000;892760000;909371000;-21419000;;;177186000;-198605000;6626953000;-599009000;;-1165120000;-1755576000;-1864353000;-4772000;-1842669000;-3767171000;1065493000
ACN;61372;USD;2020;FY;2020-08-31;2020-10-22;2022-10-12;636299913;647797003;5185313000;1773124000;1124890000;131825000;;;;;8215152000;-599132000;;-1301206000;-1894519000;-2037733000;-6719000;-1960539000;-4049092000;2288477000
ACN;61372;USD;2021;FY;2021-08-31;2021-10-15;2022-10-12;634745073;645909042;5990545000;1891242000;1061032000;32329000;;;;;8975148000;-580132000;;-3757570000;-4309766000;-2236094000;-7798000;-2637349000;-4926337000;-247156000
ACRE;3241276;USD;2017;FY;2017-12-31;2018-03-01;2020-02-20;28478237;28550945;30432000;;2379000;-1535000;;;;;31276000;;;;-405768000;-30531000;396769000;;355569000;-18923000
ACRE;3241276;USD;2018;FY;2018-12-31;2019-02-21;2021-02-18;28529439;28656660;38596000;;-127000;749000;;;;;39218000;;;;157924000;-32088000;-182308000;;-214396000;-17254000
ACRE;3241276;USD;2019;FY;2019-12-31;2020-02-20;2022-02-15;28609282;28846641;36991000;667000;1436000;-6642000;;;;;32452000;-1686000;;;-174426000;-37487000;173712000;;136141000;-5833000
ACRE;3241276;USD;2020;FY;2020-12-31;2021-02-18;2022-02-15;32977462;33196508;21840000;892000;24536000;-15506000;;;;;31762000;-274000;;;-81867000;-42765000;89080000;73232000;119246000;69141000
ACRE;3241276;USD;2021;FY;2021-12-31;2022-02-15;2022-02-15;32977462;33196508;60460000;825000;3412000;-16347000;;;;;48350000;-144000;;;-699535000;-58424000;480993000;204779000;627024000;-24161000
ACRX;113247;USD;2017;FY;2017-12-31;2018-03-09;2019-03-07;2344177;2344177;-51508000;1744000;16300000;3699000;;;;;-29765000;-2405000;-7565000;;-9970000;;-3718000;16045000;12327000;-27408000
ACRX;113247;USD;2018;FY;2018-12-31;2019-04-30;2021-03-15;2920427;2920427;-47149000;575000;15632000;1867000;;;;;-29075000;-819000;-10058000;;-10877000;;-7718000;82743000;75025000;35073000
ACRX;113247;USD;2019;FY;2019-12-31;2020-04-17;2021-03-15;3959213;3959213;-53240000;1668000;4298000;-3906000;;;;;-51180000;-3470000;-33093000;;-36563000;;21530000;1976000;14452000;-73291000
ACRX;113247;USD;2020;FY;2020-12-31;2021-03-15;2022-03-10;4262850;4262850;-40379000;1853000;2309000;-2288000;;;;;-38505000;-1855000;35994000;;34139000;;-4667000;21709000;16956000;12590000
ACRX;113247;USD;2021;FY;2021-12-31;2022-03-10;2022-03-10;5956002;5956002;-35099000;1973000;2921000;203000;;;;;-30002000;-1827000;-23475000;-821000;-26123000;;-3271000;45034000;41514000;-14611000
ACU;998436;USD;2017;FY;2017-12-31;2018-02-09;2019-03-15;3356383;3724603;4052479;2894860;1345054;-3481517;;;;;4810876;-7146194;;-7233114;-14379308;-1408428;14492195;649231;12909468;3427499
